id,uniq_id,date_time,action_id,customer_id,quantity
56,ae0e4ba68ac480eaae02a480147580b0,2023-08-05T00:00:00,2,901,14
57,f073b56609331cd4e1ac6ae4cdf8e92a,2023-08-05T00:00:00,0,750,13
58,4570754f99aa6786d1252791bf5ba226,2023-08-05T00:00:00,1,380,0
59,35aa7acd4d9548b1034a91167e3ba629,2023-08-05T00:00:00,2,631,3
60,dc40936ae9d71d53479b686038619c79,2023-08-05T00:00:00,1,11,5
61,0ba5c1c514f0b5b46fa7c4a627ff2a4f,2023-08-05T00:00:00,2,341,9
62,8ae9135aca3d3d58a06a2e074f6d2abe,2023-08-05T00:00:00,3,600,19
63,18fe008b7e4b301c96e9c59e6ec3fa6d,2023-08-05T00:00:00,1,690,23
64,b0918047c3a551bfdbd641643a0a32f9,2023-08-05T00:00:00,0,491,13
65,bbbabd82df6b5d93ab321405131a7769,2023-08-05T00:00:00,2,680,23
66,bea1c074aa97666a788ac6c6679c605b,2023-08-05T00:00:00,2,671,21
67,69b632d3532d39c1b7fc35470ee7f2dc,2023-08-06T00:00:00,3,690,22
68,66aee195569ded3fe429dfec3876778f,2023-08-06T00:00:00,3,801,20
69,bb1e84ac2243dc87c203ad6980a6f21d,2023-08-06T00:00:00,3,540,21
70,de0c5942aa1e1234cdf33e43a6c0c8f4,2023-08-07T00:00:00,0,520,12
71,04b4cbad285b7daacd2e34c18b19c7dc,2023-08-07T00:00:00,0,791,19
72,759f94fe2d4ddf9eca3469c2bef29706,2023-08-09T00:00:00,3,710,17
73,e1daa9977465a3ed74d7839c58d16107,2023-08-09T00:00:00,2,381,1
74,3f2954d889706b67acb05b9a77ee3153,2023-08-09T00:00:00,3,71,3
75,1e2a43bde587f4c29a756811cdfa6e20,2023-08-09T00:00:00,0,370,21
76,ad11e5592ec45c3260f7b112b1b323e2,2023-08-09T00:00:00,0,730,16
77,7c0e52d863b6b51ce665f541261fd987,2023-08-09T00:00:00,0,150,12
78,ae7777c5b40650c18e29169f2b3f79b8,2023-08-09T00:00:00,2,110,7
79,5d395d9a97ef5936cd5ac0760c7a3b26,2023-08-10T00:00:00,1,380,16
80,e3b01a30d6712d5d68cfbbb0ccff8181,2023-08-10T00:00:00,3,691,19
81,7903effc02d80bd1b8f45a1d1cd9214e,2023-08-10T00:00:00,2,361,15
82,870dd92fb99a62ad9fc1995df68c2fda,2023-08-10T00:00:00,3,40,14
83,e56c8723abf596bde4d1fedce66c05a2,2023-08-11T00:00:00,2,221,3
84,8f1b16a7b7ae62dabff8a8afd28c2979,2023-08-11T00:00:00,1,440,7
85,8f0bb8a359556f726d885174b59e5cbc,2023-08-11T00:00:00,3,420,0
86,839aee13217f4b808ea994ef8837889a,2023-08-11T00:00:00,0,630,1
87,543afe4728628915815816a1679f53f9,2023-08-11T00:00:00,2,430,20
88,76f9270ac0437556c170a9e23d7f1621,2023-08-11T00:00:00,0,681,15
89,2cf54eb76167ef45273a3618255c1b11,2023-08-11T00:00:00,1,210,16
90,0f498ae02eef4d170bf8c612fb08a77e,2023-08-11T00:00:00,3,531,1
91,10b24e7ef9c822ea7572d00982a024c9,2023-08-11T00:00:00,1,920,5
92,2b58b02c3d86df9cd8f4569728b2a97a,2023-08-11T00:00:00,0,840,21
93,d5b1ae485e72bf28ed2146d64f72a026,2023-08-11T00:00:00,2,271,5
94,f96dc4e98ec59fbc8d6aa795ae7ce6b2,2023-08-11T00:00:00,1,531,7
95,71d91ba8cd34146b7efdea109fc83aaa,2023-08-11T00:00:00,2,730,21
96,a5c7bd97d8481b6bb2937c3a2d25fc3c,2023-08-11T00:00:00,0,391,4
97,02567ed2f4475424a198d638c65e4112,2023-08-12T00:00:00,1,411,19
98,81edfe01a0a4c40234c452b738267579,2023-08-13T00:00:00,3,340,6
99,090590ff034da7bd9c919f529fb32b11,2023-08-13T00:00:00,3,30,8
100,82b33570612ed39356cfff2af4a082eb,2023-08-13T00:00:00,1,50,8
101,7b1b26fd2f229b2b5519ef11fa2baf4e,2023-08-13T00:00:00,3,880,3
102,f88be39267c2317a932d0d897b839385,2023-08-13T00:00:00,3,650,2
103,87385660d816db858f1e43989924aad4,2023-08-13T00:00:00,0,240,11
104,e6d9a860b424208134f9cf4ee25a21af,2023-08-13T00:00:00,3,711,24
105,d4d8063ab58e54b51847cc61929ef2f2,2023-08-13T00:00:00,1,811,12
106,91baa56ebcf1613dd0c8d995250666aa,2023-08-13T00:00:00,3,750,11
107,ecb1a98b0aa9b7a90b811965762dc1c1,2023-08-14T00:00:00,1,431,21
108,fec019f89f3bbc6678ba2dd9210315b7,2023-08-14T00:00:00,2,780,9
109,fad0da66ceab05f6fa3472ada7f96c71,2023-08-14T00:00:00,1,720,10
110,4b87d46f1012bb7440bc56dfdbb00555,2023-08-14T00:00:00,0,200,24
111,d8ff975582eb8563933d21ca77ca9c1b,2023-08-14T00:00:00,3,511,22
112,ddba5490b05405e7e9cadfcd19ad4764,2023-08-14T00:00:00,2,440,20
113,442029d3f5cc50030d20be7ce654c365,2023-08-14T00:00:00,3,530,7
114,7055c32463114d1e7a7b9c9cd6b5a02c,2023-08-14T00:00:00,3,431,22
115,c6ae066452fc583edbc87d38ccb6116d,2023-08-14T00:00:00,2,610,10
116,c298c46d0cd9d4fe4425be32531c67b3,2023-08-14T00:00:00,3,361,9
117,e6430aa6dee1c4ff4668659f23987cb4,2023-08-14T00:00:00,2,561,11
118,2fe39b5d42f2927f93eceadad5d5bf87,2023-08-16T00:00:00,0,200,8
119,03f594cee7fd3baba1e73ff630939210,2023-08-16T00:00:00,3,941,2
120,48faf197f6bf82ce4476060b20bd4c6e,2023-08-16T00:00:00,1,471,1
121,f5c3eb0ccd96ca0b28ebe643cf8c1bcb,2023-08-16T00:00:00,3,140,19
122,7b9efd01d5ceb9df55157a7a58827aab,2023-08-16T00:00:00,0,900,24
123,b6d984cc28f5de332a29d4e5efa162e5,2023-08-16T00:00:00,1,670,23
124,112aeb9dc8e0f7c24b68eb52831801dc,2023-08-16T00:00:00,0,70,16
125,3f0b6bbc7227f8ee1b9a31a4d396f8b7,2023-08-16T00:00:00,0,881,4
126,5349efcdde77e398cb4dd749d3f44761,2023-08-16T00:00:00,2,221,19
127,c571d46986b8b59bcac8440b9daedadd,2023-08-16T00:00:00,1,81,15
128,c579f0af34dff65ac54de6a5eb97ae31,2023-08-16T00:00:00,3,180,19
129,02f02d95fdbd0bb18502f7c8537c3c2c,2023-08-16T00:00:00,2,390,16
130,b48ea05c82fc03b8e52cfb405c4efe5e,2023-08-16T00:00:00,1,921,0
131,2b5442f8c9c9b35e944b977e6b8ed573,2023-08-16T00:00:00,2,131,13
132,d0ce219ad89911e47b2e07e16d0a43bd,2023-08-17T00:00:00,0,850,2
133,fdbd27dd745f416c2cb462617841cb1c,2023-08-17T00:00:00,3,771,17
134,dd64b21dd08b439a9d8fa8f10932d7a5,2023-08-18T00:00:00,2,771,18
135,bf16342c4187f419aaa2a525887b320b,2023-08-18T00:00:00,0,171,6
136,755efb5f78bf527fb110a70ef1d6228b,2023-08-18T00:00:00,1,430,20
137,830bf6be291c80f2bb2a38099c1d47d1,2023-08-18T00:00:00,3,30,0
138,24a089f879da2c8390dd0242942113e5,2023-08-18T00:00:00,3,171,5
139,670e44312d53547b0c2fb2e456030b63,2023-08-18T00:00:00,1,230,5
140,73d7e0522f2cbedc6be1bdc64025b19c,2023-08-18T00:00:00,1,961,3
141,b6292029c9c8f99132e5f89388205650,2023-08-18T00:00:00,0,600,6
142,ca1027306492703d82d008f6da955ada,2023-08-18T00:00:00,3,0,23
143,2ca0d7963b5c54cabdf8da74cadd6af1,2023-08-18T00:00:00,3,930,19
144,32368fe6116292ba9c71498558672b0f,2023-08-18T00:00:00,3,421,5
145,dec1c0c9d684790f797f3f30fcd284a0,2023-08-18T00:00:00,2,751,13
146,94604ee6d42ce1d923a4b1026ca6ea57,2023-08-18T00:00:00,0,380,11
147,46828b3ace671bd2f72b9ded7a33e7d3,2023-08-18T00:00:00,2,990,5
148,468bfec8d77c441febd43a471e24cc3d,2023-08-18T00:00:00,0,641,20
149,a5450864c2c0069dcf4d5d90faf0a47c,2023-08-18T00:00:00,1,781,7
150,84f8515c730f3464e97b542cbd9fc5d2,2023-08-18T00:00:00,2,690,8
151,1be8e083ccab620cf62d0d28836ee66a,2023-08-18T00:00:00,2,281,3
152,e1945f0e469667b7288a3e1bee9341f3,2023-08-19T00:00:00,0,820,0
153,81ed3260ece6f35b7e29fa6c12ad4760,2023-08-19T00:00:00,0,190,14
154,4475d271a5d3e86d1a25d8993a4e29dc,2023-08-19T00:00:00,3,541,11
155,7720179907550c10c9aa7e49b1efb68c,2023-08-19T00:00:00,2,760,20
156,1ffe408527982f7d0d5f17ff9f57dbdc,2023-08-19T00:00:00,3,770,3
157,fb1a2ad64cb81dea1c7351ed22400619,2023-08-19T00:00:00,2,381,16
158,d7f8ed1a7871619f0467ad1d0f7c8329,2023-08-19T00:00:00,1,411,13
159,132b88fc63c50a1f98c64dd6ffb38c3c,2023-08-19T00:00:00,2,671,2
160,7fe1bc1a700f79868548bc92b0d70157,2023-08-19T00:00:00,3,510,4
161,1182a9b6c6b4e480b751097aa203450f,2023-08-19T00:00:00,2,441,4
162,2b6d316523414678eb053e9de0863ea4,2023-08-19T00:00:00,0,730,7
163,2d5c9ef8523f48fec5c67db43d38f268,2023-08-19T00:00:00,0,70,24
164,4627b95124ffb67ad49e537dd0dd54db,2023-08-19T00:00:00,2,310,21
165,a87f442021239ca382b588cf774dd82a,2023-08-19T00:00:00,1,331,13
166,71ac99cc5db3eb715ed3b783296001e0,2023-08-19T00:00:00,3,841,0
167,62b3962d5851f1626be5824947a9df1f,2023-08-19T00:00:00,1,531,16
168,165f96f85cd96be2241c810ebbdd811d,2023-08-20T00:00:00,1,560,6
